"Engine","HI"
1,0.922455073164601
1,1.06227056264974
1,0.892513249459174
1,0.910944264059687
1,0.953720096177571
1,1.02494057452696
1,0.96048424405031
1,0.985164255306874
1,0.905658325787115
1,1.04267347735621
1,1.073529331915
1,1.03892989383561
1,0.947592195616219
1,1.0407557831252
1,0.88626640267427
1,0.889158981694912
1,0.951792638035505
1,0.875031613343461
1,0.971162655608126
1,0.918434366148437
1,1.01249875580625
1,0.804542186403831
1,1.10538950401692
1,0.950907398132072
1,1.04225124002294
1,0.917639382860159
1,0.921111687693843
1,0.913340186734153
1,1.02382616975444
1,0.994389511696046
1,1.00549615077607
2,0.842023184975426
2,0.760673761612392
2,0.816992745352175
2,0.900312016102047
2,0.840905778069763
2,0.805838424894132
2,0.785321192224231
2,0.756585666011667
2,0.666124068932291
2,0.774393640246569
2,0.798169380564415
2,0.624373525907636
2,0.877086400928
2,0.813041774271587
2,0.889554376464162
2,0.879546006858209
2,0.727840698841968
2,0.753145743299882
2,0.710256229806685
2,0.72381160880059
2,0.753152717807525
2,0.733957217160309
2,0.881881682092279
2,0.738353231152429
2,0.710356919465278
2,0.710820585142514
2,0.658766489141758
2,0.770090497061236
2,0.901403125726938
2,0.756297558400002
2,0.729625212220256
2,0.670380785996016
2,0.785966910191595
2,0.805219909084686
2,0.764843957465372
2,0.758758444491626
2,0.958986534346261
2,0.762062568537754
2,0.672209432666277
2,0.825248430630534
2,0.715406217578417
2,0.689463464740838
2,0.610986184932219
2,0.632390614153799
2,0.763471860940154
2,0.738162872400997
2,0.84232074277468
2,0.760087027300546
2,0.633227698679812
3,0.759606021032603
3,0.726978943909142
3,0.7672718272295
3,0.704673958049851
3,0.75640846001642
3,0.877787267600022
3,0.758000267300211
3,0.724830810533799
3,0.709674757883004
3,0.736606733381073
3,0.7759060652463
3,0.828168461223118
3,0.653425763027421
3,0.761825553192518
3,0.714332488519437
3,0.785134038508689
3,0.761896351182132
3,0.692452264307553
3,0.703167446191097
3,0.719162983570174
3,0.780747086423714
3,0.770403587554902
3,0.712087775969064
3,0.814266995518283
3,0.580120221478609
3,0.836594550454182
3,0.757057621863877
3,0.801856559632583
3,0.742102404305353
3,0.565629534048931
3,0.603259315743321
3,0.740667841594778
3,0.514089364235295
3,0.607914858482268
3,0.711235898321062
3,0.651112828926159
3,0.710665581125495
3,0.66972214074214
3,0.646889483166436
3,0.766651295838461
3,0.735904988059314
3,0.650039450956909
3,0.730040230019286
3,0.733216137286734
3,0.6939037912221
3,0.697888858018251
3,0.696621044456929
3,0.66559529745985
3,0.681809829893986
3,0.522776743205126
3,0.677001958766681
3,0.790555634558435
3,0.691616249583575
3,0.694128738309471
3,0.753752513613973
3,0.722029500949583
3,0.705310748849607
3,0.558554111695072
3,0.692957994084813
3,0.628911231728367
3,0.657093845616469
3,0.806915426239355
3,0.647044696415865
3,0.683986160220147
3,0.655554884583367
3,0.665185534843875
3,0.775476422328447
3,0.597940130316996
3,0.522862892188384
3,0.718607643752451
3,0.683137028128305
3,0.761418315789165
3,0.672866306049082
3,0.775022842783908
3,0.712149464091594
3,0.572289038574841
3,0.520819953126953
3,0.686151584595063
3,0.625428270151623
3,0.717094449290549
3,0.676406784681326
3,0.665341259571749
3,0.620464657615971
3,0.614843066562729
3,0.644922437284375
3,0.68867635096038
3,0.529340919672199
3,0.501466550819847
3,0.525108204980755
3,0.637707887443824
3,0.81086429896364
3,0.592998789071869
3,0.663005094290993
3,0.621772858507088
3,0.493815509116864
3,0.700920512705519
3,0.684956323198476
3,0.657711750681823
3,0.708849657065683
3,0.51982364591122
3,0.595653741334866
3,0.491754526411324
3,0.627538937235766
3,0.531741888295004
3,0.690634591562166
3,0.523965230996795
3,0.560759216403682
3,0.524420205089598
3,0.499025490512802
3,0.730747043609862
3,0.501977831458074
3,0.397745546472049
3,0.554518148776051
3,0.540825051249447
3,0.562806754273103
3,0.635368622819069
3,0.482720187960894
3,0.477719083180581
3,0.587819414238441
3,0.300237391431896
3,0.472017609967997
3,0.431920050016572
3,0.488401559786384
3,0.470800212920855
3,0.477936954618215
3,0.50464098049504
4,0.832493377105399
4,0.844385392363639
4,0.755379833096315
4,0.782202181027895
4,0.778242534503809
4,0.774389971166311
4,0.821269871588228
4,0.723485409866649
4,0.73790469508215
4,0.840739192156731
4,0.797194273131844
4,0.737018129712025
4,0.708230244583216
4,0.790527112290789
4,0.732829478099601
4,0.751379421440603
4,0.631955130436788
4,0.917589936189886
4,0.682316341489642
4,0.776342761172133
4,0.821946251040918
4,0.830357314821009
4,0.649557595618868
4,0.80884728407452
4,0.833441575895455
4,0.868103395971872
4,0.95894749822477
4,0.837035199196638
4,0.733462830536446
4,0.726649989882993
4,0.825059585786898
4,0.630947803934239
4,0.687197620146575
4,0.750702575343457
4,0.73325396569961
4,0.893545282437829
4,0.673492914450465
4,0.618717742914434
4,0.830850294799278
4,0.843976960835111
4,0.651315559102938
4,0.761233191927086
4,0.735431085320196
4,0.725415224300288
4,0.841470666157905
4,0.719535643984424
4,0.6647251292025
4,0.815319393296642
4,0.914701275244845
4,0.684251576754075
4,0.625274794958489
4,0.851272359978372
4,0.747674370415304
4,0.792431684346832
4,0.679941021347744
4,0.743274806104381
4,0.791120282492939
4,0.593356390920123
4,0.780310616125007
4,0.753885241201489
4,0.733883525053033
4,0.716802282277969
4,0.663901388076173
4,0.800602432620742
4,0.573149731911291
4,0.680342697071627
4,0.92253458450684
4,0.695091620225938
4,0.70997374557194
4,0.674918248663397
4,0.686695206316626
4,0.56642055244483
4,0.618601917176212
4,0.59611890071683
4,0.500444313297425
4,0.643222898912011
4,0.694371326045561
4,0.763570501913795
4,0.714261603367367
4,0.641818449483065
4,0.699258834580021
4,0.650800291332313
4,0.669966741652292
4,0.66307780314812
4,0.718381975903164
4,0.627577976892727
4,0.562207644516297
4,0.6899575057869
4,0.650013090993038
4,0.681148331076191
4,0.815654118170455
4,0.659737652833902
4,0.70535892437074
4,0.558105383542021
4,0.675107580198485
4,0.597128562085755
4,0.688975947574207
4,0.604337406174817
4,0.63059581049807
4,0.63629202112374
4,0.426624886963079
4,0.556188358056819
4,0.530672429950288
4,0.654022615925115
4,0.60944179978514
4,0.534626854118525
5,0.902796829158216
5,0.717238525682834
5,0.825998932677356
5,0.933024463710781
5,0.850890116506502
5,0.662017497975347
5,0.755464972530685
5,0.71262951412103
5,0.750191824755888
5,0.549681258622154
5,0.735371665546953
5,0.855407035011622
5,0.840742699221369
5,0.667162225916595
5,0.706106153882908
5,0.828810387747916
5,0.757662687552724
5,0.722529956307172
5,0.819013945870772
5,0.782010659400022
5,0.929160452950089
5,0.794316369167289
5,0.547356146112438
5,0.783584318006557
5,0.733523403928473
5,0.704941209011876
5,0.78409369597507
5,0.576940752431282
5,0.838321398849708
5,0.77416738202724
5,0.862962676950033
5,0.752443938474633
5,0.718401575423021
5,0.81801923985204
5,0.718239155550581
5,0.867730382703133
5,0.646156605620295
5,0.714901202820323
5,0.717795966114871
5,0.751687243666499
5,0.635019090684715
5,0.646939527278647
5,0.668953892942705
5,0.656875962113844
5,0.778724510005503
5,0.707154072726462
5,0.593763807569625
5,0.735690458608111
5,0.670171668025084
5,0.718461781660199
5,0.726460176625324
5,0.849853536928364
5,0.6276370084652
5,0.835453327316255
5,0.695000948921138
5,0.833830183215278
5,0.834578874309502
5,0.649242599991045
5,0.811936967739715
5,0.876142826613766
5,0.808399284094541
5,0.630507700818676
5,0.831104490948476
5,0.642360617372997
5,0.822192256615907
5,0.653707962498276
5,0.679560983177037
5,0.673431558608838
5,0.616470475575964
5,0.65231094597533
5,0.708613987061524
5,0.71245747275932
5,0.681195675554035
5,0.54981609717513
5,0.627728578926149
5,0.631117957185893
5,0.797177402085932
5,0.691854882812468
5,0.629407521692979
5,0.759311240364029
5,0.59844825255156
5,0.716365592953238
5,0.607892768303774
5,0.676725712036797
5,0.731931007351895
5,0.695807920627145
5,0.534854100414545
5,0.563462251088957
5,0.556984978984257
5,0.604759709303938
5,0.555717823492794
5,0.683212976666667
5,0.655101098772592
5,0.711403987237771
5,0.609419922099706
5,0.561871830554329
5,0.604025589835071
5,0.659444195202147
6,0.791321244031458
6,0.598011872210556
6,0.788400900344817
6,0.838390644433302
6,0.860095928782236
6,0.746511575000493
6,0.773689994905151
6,0.842807543229389
6,0.713630194221659
6,0.922888476831334
6,0.760399182790206
6,0.644836445166845
6,0.732483701902606
6,0.796572440074769
6,0.727236539206102
6,0.650106746153453
6,0.982327728399911
6,0.880122286030208
6,0.688206079947051
6,0.727290252841492
6,0.739421671231112
6,0.737213417387521
6,0.768408674787057
6,0.732759093276005
6,0.912863795589429
6,0.827061600262045
6,0.782827928757307
6,0.775988230470524
6,0.897193919100426
6,0.754173850779598
6,0.716664453222821
6,0.616569199241246
6,0.733608029717397
6,0.765118598838754
6,0.752009151607631
6,0.794040136192294
6,0.808183298710677
6,0.793006656593434
6,0.812788020963188
6,0.674539423124482
6,0.883311019018384
6,0.777031195479575
6,0.910377937948732
6,0.59124891723877
6,0.5874137379049
6,0.744303850204144
6,0.796145891562459
6,0.823335709590451
6,0.727738479832
6,0.770252044685082
6,0.874934533208405
6,0.777036743581895
6,0.721598356745902
6,0.847429692428699
6,0.716554567636353
6,0.844469301102553
6,0.661685742958966
6,0.979556114290917
6,0.722674952390172
6,0.783603275187053
6,0.840469674449789
6,0.587444304830555
6,0.752358058202386
6,0.639299534720342
6,0.693416778563698
6,0.762934299021895
6,0.758794806552741
6,0.769269740808857
6,0.727030266638259
6,0.726920746514979
6,0.811698008008477
6,0.67495349640827
6,0.834292737782727
6,0.62694105179974
6,0.766250733439286
6,0.566902898832316
6,0.754362824462971
6,0.725821368267997
6,0.769542305001762
6,0.515963831332696
6,0.874682852927798
6,0.75420203638577
6,0.749976833866715
6,0.725206101135557
6,0.556139615400065
6,0.704337225697024
6,0.742356170201091
6,0.666031758824811
6,0.667691042217507
6,0.752386739286299
6,0.735685042818494
6,0.609335862731795
6,0.647994628454915
6,0.70676638696302
6,0.71390827371456
6,0.6105595190707
6,0.871639633790325
6,0.704030014769947
6,0.71146379343257
6,0.642127913020618
6,0.709282148642094
6,0.582821592858558
6,0.711327902451702
6,0.734507033737644
6,0.813013334842504
7,0.955027152470613
7,1.17910952595311
7,1.24747295958219
7,1.06559003513141
7,1.03040172498811
7,1.11722542706206
7,1.23021417374491
7,1.02630855552159
7,1.13978746670147
7,1.10136244177095
7,1.05021520366888
7,1.23378686297555
7,1.06566320747243
7,1.07669152200972
7,1.20685416546645
7,1.04124896551099
7,0.978657083414271
7,1.32391480626349
7,1.09985539264095
7,1.22338242973045
7,1.25737800732976
7,1.24237933842329
7,1.10827516481135
7,0.90041864011938
7,0.960704218578716
7,1.17967781625415
7,1.16744488915676
7,1.01539060429723
7,1.10073872798997
7,0.979725539151225
7,1.05895976023101
7,1.17128497496032
7,1.14937976728249
7,1.07714767548218
7,1.05163946280761
7,0.928600637663569
7,0.941977025949813
7,1.12310519499069
7,1.05849694038864
7,1.04159145916068
7,1.03461883864623
7,1.03524541713236
7,1.07685804189421
7,0.899020273608512
7,0.987335581815906
7,1.17937298590489
7,0.950206914090444
7,1.09995158454421
7,1.10834393896542
7,0.91119439927823
7,1.1316016508832
7,1.20763766811722
7,1.16548450544329
7,1.07831293375697
7,0.968569304976212
7,0.97219596155554
7,1.1746104209423
7,0.947328094525766
7,1.10670603744584
7,1.06652589519087
7,1.06974041030417
7,1.02584667974792
7,1.11661505873951
7,1.02003516525166
7,1.05325735753326
7,1.09809100627914
7,1.05923919927979
7,0.9629032281777
7,1.02139537256102
7,1.22274447721087
7,1.01948117925712
7,1.17641435394002
7,1.00643292305917
7,0.971758915687552
7,1.08920183425406
7,1.04520885359103
7,0.976097169802401
7,1.05612089569801
7,1.05719617191412
7,0.997324002798607
7,1.03531370020791
7,0.949565627829344
7,1.00338617016762
7,1.00417404027977
7,1.10344579292531
7,1.11456580702342
7,0.973159229424967
7,0.97238470667104
7,1.08590810056669
7,1.02291006752849
7,1.06883874628003
7,1.11742096034013
7,1.06262409167385
7,0.934047193479326
7,1.11480919464864
7,1.01314544861092
7,1.00120462724457
7,0.900105410450101
7,1.09780195027207
7,0.949773274192319
7,0.965170369425365
7,1.05002490428173
7,0.924625299042258
7,1.09880830398526
7,1.09129631550965
7,1.07044847861666
7,0.979002534258562
7,0.958316490037738
7,1.16394289046555
7,1.03414319298602
7,0.858418760569814
7,0.966494478271674
7,0.84448281712142
7,0.889345512792456
7,0.945938529943046
7,1.0242754347612
7,0.972476511058165
7,0.926370070920516
7,0.739082477751799
7,0.922598764531697
7,1.00748331757898
7,0.950063106260322
7,1.05722726850944
7,0.853070875225461
7,0.860083221139586
7,0.904295729038299
7,0.970868737680716
7,0.998213769714585
7,1.10137046327551
7,0.958429837024696
7,0.888282779801562
7,0.80555742835781
7,0.995452166104819
7,1.05007225099067
7,1.12900157346601
7,0.876590069524466
7,0.953012129726748
7,0.99141460653464
7,0.974531744992047
7,0.975679017478406
7,0.789680042992623
7,0.721049037112946
7,0.86810392318888
7,0.85994496015811
7,0.89585651932056
7,0.859298309179035
7,0.925906042744726
7,0.913746945618776
7,0.929337668464996
7,0.792506004183076
7,0.943875869103454
7,0.902913543075982
7,0.842363283733834
7,0.915034574432962
7,0.951456589476509
7,0.968504474197498
7,0.878126307733877
7,0.892170645945889
7,0.749186910415643
7,0.796671521985143
8,0.874594934620184
8,0.806645165887954
8,0.888253829507878
8,0.893205070982685
8,0.954532170712671
8,0.886662647186434
8,0.817624219427213
8,0.840607706974664
8,0.998054029439007
8,0.769808721615068
8,0.921937878368288
8,0.697204231322663
8,0.935961992741493
8,0.857895028105874
8,0.842102908641646
8,0.971476949082994
8,0.792123203126968
8,0.770740966527004
8,0.919682564834003
8,0.889812701996942
8,0.883239644782815
8,0.762129491877014
8,0.801309743681639
8,0.844186850713074
8,0.82303786022146
8,0.859240330948944
8,0.892843658474499
8,0.863001103198727
8,0.909223666070488
8,0.818355373088473
8,0.770753621567902
8,0.830563383830626
8,0.815478354782869
8,0.941898251080099
8,0.935808296653178
8,0.751639706096986
8,0.825930428149752
8,0.706230672946113
8,0.889341682545862
8,0.755528808580834
8,0.953156128126562
8,0.972745530787321
8,0.76945852422236
8,0.771155409354382
8,0.801327370845634
8,0.842970764495906
8,0.877645531950776
8,0.779304985844711
8,0.998626116108712
8,0.670278884047688
8,0.946668212069293
8,0.724976115049767
8,0.806382623452574
8,0.692494749166599
8,0.741019502768204
8,0.707314440194061
8,0.793099116143843
8,0.811629125918147
8,0.796802259645151
8,0.84017876175554
8,0.698435390723134
8,0.791601576399856
8,0.649552339384091
8,0.834912068572221
8,0.783422172309511
8,0.788291421171158
8,0.830871386203302
8,0.871410867239176
8,0.754324686852756
8,0.848252691986591
8,0.72240925971092
8,0.901236254031527
8,0.748014574873171
8,0.855413598676535
8,0.814491899210088
8,0.841563035491532
8,0.917279551832909
8,0.835805532105692
8,0.798076755863731
8,0.795933039631
8,0.769401488177412
8,0.795400059131991
8,0.728232226556266
8,0.709121076241367
8,0.76494924485384
8,0.654003658734352
8,0.960310289628046
8,0.797046296782533
8,0.838581519009965
8,0.631938021665679
8,0.742872602417346
8,0.854230530020821
8,0.817494521625111
8,0.786037535231216
8,0.627266494459993
8,0.711130492824267
8,0.810902295688162
8,0.75018374537645
8,0.76220963079027
8,0.711332890477031
8,0.713538864677064
8,0.675409978280818
8,0.923198072722665
8,0.6530113638043
8,0.694099556672573
8,0.768906777374079
8,0.750318292498369
8,0.714469220135609
8,0.641206157385673
8,0.695495687596555
8,0.683096822630494
8,0.793206470862749
8,0.741987662288528
8,0.609033772927695
8,0.8478793102562
8,0.658761903810575
8,0.745458944993759
8,0.895713305956154
8,0.736457516864856
8,0.728089416760351
8,0.824502002708144
8,0.725504618407843
8,0.782981823542892
8,0.775610838664509
8,0.757323181855318
8,0.772985059332935
8,0.650840325055155
8,0.680313552538008
8,0.632728612884319
8,0.604452122529311
8,0.745359849731706
8,0.78947584153404
8,0.711172414500311
8,0.660407526341597
8,0.791298013304607
8,0.7622072529535
8,0.683428419478137
8,0.760333736814674
8,0.652597824541303
8,0.592353303613249
8,0.642685541890845
8,0.760227451792332
8,0.787286819247852
8,0.673670249927127
8,0.583307885907992
8,0.739772537949364
8,0.759979922278212
8,0.829731102051472
8,0.675990187162585
8,0.874631934795593
8,0.60649948822339
8,0.548648240683047
8,0.587792785420467
8,0.713099323832758
8,0.706084882205859
8,0.686162943325749
8,0.564827289830554
8,0.646201231185024
8,0.632633008741657
8,0.608330533613737
8,0.676322306475841
8,0.671896326153652
8,0.560746784993427
8,0.641783144693211
8,0.53754071491775
8,0.501693301449619
9,0.866511969893137
9,0.554396039903381
9,0.597875128107246
9,0.752918633358027
9,0.709373716178277
9,0.639096820150064
9,0.767802527837288
9,0.831099053525188
9,0.743149623335121
9,0.620674451953004
9,0.735129877340659
9,0.722823347750811
9,0.596530552070085
9,0.638088758273245
9,0.722423433471564
9,0.801584945296584
9,0.531525843257326
9,0.727351291467025
9,0.728303377740477
9,0.799725984199666
9,0.596986656213065
9,0.731478532333648
9,0.665862267864963
9,0.815697829076147
9,0.856151441369301
9,0.522301814758272
9,0.771062335393534
9,0.712420785067328
9,0.67415326719898
9,0.625194135556457
9,0.599787898550106
9,0.785510599805869
9,0.693354226421148
9,0.717871124987798
9,0.535811121214381
9,0.751751786350637
9,0.64944451515847
9,0.72484058053241
9,0.785194463297257
9,0.649355394480569
9,0.751959556926819
9,0.681010979248599
9,0.545786027994854
9,0.605803328545344
9,0.814050489792585
9,0.700861763565278
9,0.699783271114601
9,0.664995979605392
9,0.780231988509035
9,0.836968225153292
9,0.684605234458424
9,0.805803568069237
9,0.67352960005846
9,0.795941403153522
9,0.698712768409953
10,0.8966903394442
10,1.21960228203395
10,1.32357340027799
10,0.848363203823368
10,0.953518856259496
10,1.01074254024713
10,1.01506039910642
10,1.1880968814936
10,1.08097310418133
10,1.27521374972592
10,1.19999037466801
10,1.28223848126784
10,1.07596384046348
10,1.00834444207397
10,1.06631995866417
10,0.977248194458495
10,1.15887193983158
10,1.13446006354481
10,1.16780941283273
10,1.04540339445787
10,1.16975031575888
10,1.12694613982646
10,0.926104609187187
10,1.1296181328508
10,1.12553906085708
10,1.07989817869351
10,1.09935193536469
10,1.02876266054496
10,1.0919160856481
10,0.979579107559305
10,1.06525146763797
10,0.989613576045182
10,0.952721591708311
10,1.02967017675933
10,1.0719794251069
10,1.04025985513599
10,0.995014554512132
10,1.15687394872404
10,1.01368328425381
10,1.02759925325024
10,0.885975105675714
10,1.10190247815833
10,1.0194614239803
10,0.9546398568282
10,1.16723312559818
10,0.874778977558604
10,1.0002703869515
10,1.00769175441318
10,1.12951255118239
10,1.03726965873687
10,0.960630778155544
10,1.0222948667157
10,1.01225866288143
10,1.21005173301935
10,1.00845921669339
10,1.1000095854451
10,0.856116547970633
10,0.940063602292499
